"ENA-SAMPLE","Temp","Region","Depth","Salinity","Nitrates","NO2NO3","Chl","NO2","Oxygen","PO4","MGII"
"ERS494236","19.1288","NAO","5","34.7","38.8","36.37","0.12799","0.02","203.8","2.61","23.5102152956"
"ERS494274","11.012346","NAO","640","34.3","33.1","31","0.006052","0.06","325.4","2.31","6.76183631798"
"ERS494332","20.3973","NAO","5","34.4","27.5","28.5","0.166512","0.11","343.4","2.11","29.0220964691"
"ERS494374","18.169021","NAO","250","37.8","","0.08","0.004651","0.02","","0.02","13.6727558423"
"ERS494394","18.732683","NAO","5","34.3","0.7","7.55","0.214174","0.37","237.2","1.07","19.0740990722"
"ERS494431","10.565417","NAO","740","38","","0.03","0.009303","0.01","","0.02","6.4662279844"
"ERS494445","17.583075","NAO","5","34.7","-0.4","0.03","0.196921","0","219.2","0.28","10.1487015877"
"ERS494488","17.663574","NAO","40","34.3","-1.5","0.02","0.339591","0.01","244.9","0.52","16.4181753239"
"ERS494518","17.260108","NAO","5","35.8","-0.7","0.05","0.040347","0.02","210.6","0.1","18.9438515995"
"ERS494559","16.751066","NAO","80","35.8","-0.4","0.02","0.247378","0","204.1","0.16","13.5928955932"
"ERS494579","14.28065","NAO","5","36.1","-1.7","0.04","0.238225","0","204","0.29","6.01942440339"
"ERS494616","10.21177","NAO","800","34.4","24.6","27.29","0.001345","0","155.6","2.02","6.2845018178"
"ERS494628","","NAO","25","36.4","-1.6","0.05","","0","200.5","0.2","6.19044028044"
"Eilat_A_12","26","RS","5","","0.01","","0.348","0.055","","0.022","192.37698582"
"Eilat_A_18","26","RS","5","","0.01","","0.348","0.055","","0.022","140.36700678"
"Eilat_A_24","26","RS","5","","0.01","","0.348","0.055","","0.022","108.439931356"
"Eilat_A_6","26","RS","5","","0.01","","0.348","0.055","","0.022","117.552106945"
